,musicId,fileName,title,artist,album,duration,chorus_start_time,chorus_end_time,lyrics
691,854,854.mp3,Call on Me,Starley,Call on Me (Ryan Riback Remix),56.16,2:26,3:20,"

Verse  
When youre low
And your knees cant rise
You feel helpless
And youre looking to the sky
Some people would say
To accept defeat
Well if this is fate then well find a way to cheat

PreChorus
Cause oh oh oh oh well say a little prayer
But oh oh oh oh if the answer isnt fair

Chorus
You know you can call on me
When you need somebody
You know you can call on me
When you cant stop the tears from falling down ddown
You know you can call on me
Call on me darling
You know you can call on me
You cant stop the tears from falling down

Verse  
When youre weary
And the road is dark
And Ill guide you
With the beating of my heart
And if the cavalry
And the help dont come
Well then well find a way
To dodge a smoking gun

PreChorus
Cause oh oh oh oh well say a little prayer
But oh oh oh oh if the answer isnt fair then call on me

Chorus
You know you can call on me
When you need somebody
You know you can call on me
When you cant stop the tears from falling down ddown
You know you can call on me
Call on me darling
You know you can call on me
You cant stop the tears from falling down

Bridge
When youre you need someone Just call on me
You need somebody to cling to Call on me
When youre you need someone Just call on me
You need somebody to dry your tears
When youre you need someone You can call me
You need somebody to cling to Just call on me

Outro
Just call on me love Just call on me
Just call on me love Call on me
Just call on me love Just call on me
Just call on me love Call on me
Just call on me love on me

"
692,855,855.mp3,Just Hold On,Steve Aoki,Just Hold On,79.23,1:58,3:15,"       作曲  Louis TomlinsonSasha SloanSteve AokiNolan LambrozaEric Rosse
        作词  Eric RosseSasha Sloan
      Wish that you could build a time machine
      So you could see
      The things no one can see
      Feels like youre standing on the edge
      Looking at the stars
      And wishing you were them
      What do you do when a chapter ends
      Do you close the book and never read it again
      Where do you go when your storys done
      You can be who you were or who youll become
      Oooh
      If it all goes wrong
      Oooh
      Darling just hold on
      The sun goes down and it comes back up
      The world it turns no matter what
      Oooh
      If it all goes wrong
      Darling just hold on
      Oooh
      Darling just hold on
      Oooh
      Its not over until its all been said
      Its not over until your dying breath
      So what do you want them to say when youre gone
      That you gave up or that you kept going on
      What do you do when a chapter ends
      Do you close the book and never read it again
      Where do you go when your storys done
      You can be who you were or who youll become
      Oooh
      If it all goes wrong
      Oooh
      Darling just hold on
      The sun goes down and it comes back up
      The world it turns no matter what
      Oooh
      If it all goes wrong
      Darling just hold on
      Oooh
      Darling just hold on
      Oooh
      Oooh
      If it all goes wrong
      Oooh
      Darling just hold on
      Oooh
      If it all goes wrong
      Darling just hold on
      "
693,857,857.mp3,Big For Your Boots,Stormzy,Big For Your Boots,43.15,3:00,3:41,"by小陀螺Tony
      Youre getting way too big for your boots
      Youre never too big for the boot
      Ive got the big size twelves on my feet
      Your face aint big for my boot
      Kick up the yout
      Man know that I kick up the yout
      Dem boy dere tried twist up the truth
      How dare you twist up the truth look
      Youre getting way too big for your boots
      Youre never too big for the boot
      Ive got the big size twelves on my feet
      Your face aint big for my boot
      Kick up the yout
      Man know that I kick up the yout
      Dem boy dere tried twist up the truth
      How dare you twist up the truth
      
      Wanna come round here like a badboy Do it
      Bun all the talking go on then do it
      Running through the party bottle of BACARDí
      Bros in my ear saying Stormz dont do it
      Devil on my shoulder I dont lack
      Hit em with a crowbar I dont scrap
      Even when Im sober Im so gassed
      Say you ride but theres no car and no mash what you talking bout
      
      Clown stand down
      Never had a MAC   or a trey pound
      You were never bad then you aint bad now
      Never had the MAC then little nigga back down
      Wait I saw bare kicks saw bare clothes
      Said  that I cant wear those
      I dont like them theyre not my ting
      They went silent theyre all weirdos
      Like yeah Stormz gone clear
      Never had a Tom Ford or a Moncler
      Mandem are calm but you see my don there
      eries tell em dont do it dont dare
      Dont care who you know from my block
      Youre not Al Capone youll get boxed
      They can take my car and my creps
      Ill still do the road in my socks
      Like whos gonna stop me You Him
      Weed in a cigarette blue slims
      Dont be an idiot move smart
      Ive been killing it new king
      Niggas aint ready for my new stuff
      Youre a prick by yourself go and group up
      And when Krept went States for the BETs
      I was covering Krept like a bootcut
      Ith mad thats a family ting straight family ting
      Dem man are broke no salary ting
      Had a peng ting called Amy
      Telling me to come round hers on a Valerie ting
      Merky Academy ting
      Coming like art in a gallery ting
      Dem boy dere wanna chat about bars
      Wanna chat about crud but but but
      
      Youre getting way too big for your boots
      Youre never too big for the boot
      Ive got the big size twelves on my feet
      Your face aint big for my boot
      Kick up the yout
      Man know that I kick up the yout
      Dem boy dere tried twist up the truth
      How dare you twist up the truth look
      
      Im too hot
      Drug money in my shoebox
      Im the man of the house and my shows sold out
      Like the brudda from the Boondocks
      Beats   in my boombox
      Still steal meat from the stew pot
      Mandem go sick when my tune drops
      Little man thats a Hublot not a Hublot
      What Pronounce it right you prick
      I go mad yeah Im down to die for this
      I dont care bro Im down to pipe your chick
      Mad stressed so Im bound to light my spliffs
      Wait Im bound to ride for Flipz
      Real Gs gonna ride around to this
      Man Ive got no time to write a diss
      I never left my   to   for this Wasteman ting
      I dont care what rave mans in
      I came here to relax but if it gets mad
      Mek a young boy take mans tings
      Try tell me Im way too big to rebel
      Nah man youre never too big to rebel
      I was in the O  singing my lungs out
      Rudeboy youre never too big for Adele
      Leave my yard blow a kiss to my girl
      
      Salute to my sister as well
      Gotta keep trophies down at my mums bit
      Man Im getting way too big for my shelf
      Man I see bare MCs wanna sideline
      But I still got a couple bangers in the pipeline
      Man Ive got grown men ing me bullshit
      Youre getting way too old for the timeline
      Youre getting way too old for a diss
      Shouldve looked after your kids
      Get out the booth go home to your son
      Its never too late to commit
      Its like man love put my name in a bar
      Random flight get a plane to Qatar
      This year I learnt how to take care of business
      Next year Ill learn how to play the guitar
      
      Youre getting way too big for your boots
      Youre never too big for the boot
      Ive got the big size twelves on my feet
      Your face aint big for my boot
      Kick up the yout
      Man know that I kick up the yout
      Dem boy dere tried twist up the truth
      How dare you twist up the truth look
      Youre getting way too big for your boots
      Youre never too big for the boot
      Ive got the big size twelves on my feet
      Your face aint big for my boot
      Kick up the yout
      Man know that I kick up the yout
      Dem boy dere tried twist up the truth
      How dare you twist up the truth"
694,858,858.mp3,All Around You,Sturgill Simpson,A Sailor's Guide to Earth,29.11,2:57,3:24,"byHhhhhhaaaa
ti
ar
al
by九九Lrc歌词网www  Lrcnet
      
      There will be days
      When the sun wont shine
      When it seems like that the whole world is against you
      Dont be afraid
      Life is unkind
      You can let go of the pain if you choose to
      Cause time slips away
      Skies fall apart
      It aint too hard
      A unversal heart
      Glowing flowing all around you
      
      There will be nights that go on forever
      Like youre longlost at sea
      Never to be found
      Just know in your heart
      That were always together
      And long after Im gone
      Ill still be around
      Cause our bone is eternal
      And so is love
      God is inside you
      All around you
      And up above
      Growing showing you the way
      
      Cause time slips away
      Skies fall apart
      It aint too hard
      A unversal heart
      Glowing flowing all around you
      "
695,859,859.mp3,At Last,Sundance Head,At Last (The Voice Performance),38.12,2:31,3:07,
696,860,860.mp3,Darlin' Don't Go,Sundance Head,Darlin' Don't Go (The Voice Performance),43.15,2:52,3:33,
697,861,861.mp3,Giants,Take That,Giants,49.14,2:58,3:45,"byEzekiel_Chain
      We are giants I cant believe it
      We were giants all along
      On the surface and all around us
      We are giants we are strong
      I see you standing see you dancing
      On the pavement in the park
      We are giants can you feel it
      So much bigger than we thought
      I think I might be heading out of body
      Ive gotta love youve gotta love somebody
      When I look in your eyes
      Im bigger than the night sky
      As high as the sun hard as a stone
      We are giants we are giants
      We are giants
      There are giants across the water
      There are giants heading home
      In the middle of the madness
      There are giants being born
      I feel it was breaking of the empty glory
      Ive gotta love youve gotta love somebody like you
      When I look in your eyes
      Im bigger than the night sky
      As high as the sun hard as a stone
      We are giants we are giants
      When I look in your eyes When I look in your eyes
      Im bigger than the night sky Bigger than the night sky
      As high as the sun hard as a stone
      We are giants we are giants
      We are giants in our hearts
      We are giants every one of us
      We are giants in our hearts
      We are giants we are giants
      When I look in your eyes When I look in your eyes
      Im bigger than the night sky Bigger than the night sky
      As high as the sun hard as a stone
      We are giants we are giants
      We are giants
      We are giants
      As high as the sun hard as a stone
      We are giants we are giants
      We are giants"
698,862,862.mp3,I'm Still Standing,Taron Egerton,Sing (Original Motion Picture Soundtrack Deluxe),56.03,2:14,3:38,"byMarekors
      You could never know what its like
      Your blood like winter freezes just like ice
      And theres a cold lonely light that shines from you
      Youll wind up like the wreck you hide behind that mask you use
      And did you think this fool could never win
      Well look at me Im coming back again
      I got a taste of love in a simple way
      And if you need to know while Im still standing you just fade away
      Dont you know Im still standing better than I ever did
      Looking like a true survivor feeling like a little kid
      Im still standing after all this time
      Picking up the pieces of my life without you on my mind
      Im still standing yeah yeah yeah
      Im still standing yeah yeah yeah
      Once I never could hope to win
      You starting down the road leaving me again
      The threats you made were meant to cut me down
      And if our love was just a circus youd be a clown by now
      Dont you know Im still standing better than I ever did
      Looking like a true survivor feeling like a little kid
      Im still standing after all this time
      Picking up the pieces of my life without you on my mind
      Im still standing yeah yeah yeah
      Im still standing yeah yeah yeah
      Dont you know Im still standing better than I ever did
      Looking like a true survivor feeling like a little kid
      Im still standing after all this time
      Picking up the pieces of my life without you on my mind
      Im still standing yeah yeah yeah
      Im still standing yeah yeah yeah
      Im still standing yeah yeah yeah
      Im still standing yeah yeah yeah
      "
699,863,863.mp3,Southern Land—Taylor Ray Holbrook & Ryan Upchurch,Taylor Ray Holbrook,Southern Land,33.12,2:13,2:44,
700,864,864.mp3,First Day Out,Tee Grizzley,First Day Out,65.19,3:04,4:07,"      These s prayed on my downfall
      These s prayed on my downfall
      On all ten  I stood tall
      Show these disloyal s how to ball
      Go get a thermometer for the pot I need this t cooked right
      Lets keep this water     degrees Fahrenheit
      You ever been inside a federal court room
       you ever went to trial and fought for your life
      Being broke did something to my spirit
      Asked s to plug me they act like they couldnt hear me
      Look at me now driving German engineering
      You dont want your baby mama  keep the ho from near me
      Kilroy remember I used to use your Ls to hit the road
      Hit the O and make them big boy sales
      Moo remember when you had them green things mailed
      With vacuum seals trying not to have them green things
      Feds was on me what you know about related through money
      I dont know nothing I just used to see em walk to the Coney
      I  with  my body count go from Perng to Cody
      Any further questions you can take that up with the lawyer
      My  Fenkell J Money Brightmo Lo Project Joe
      Will tell you everyday before school I sold a half bow
      How you think I won best dressed with no support
      And had them paid lawyers coming in and out of court
      Aye Dwan though aye Theo aint it a blessing
      We made it out Kentucky after all that happened
      After the pretrials after the status
      After them impact statements after the castle
      Aye JR  aint it a blessing
      We made it out of Lansing after all that happened
      After Michigan State after Hubbard
      When our mans told on us them bands they took from us
      Joy road  but the money long as six mile
      Brick mile knock your  down
      Pick her up knock her back down pull her tracks out
      Yes I slap girl yes I slap dog yes I slap loud
      Yes Ill slap a   if he act out
      Yes I caught cases on the road with them killers
      Bro kill me if I snitch cause if you snitch Im gon kill you
      Spent a lot of time on that yard with them gorillas
      Stood tall did I let s hoe me Quit being silly
      I know for a fact your   get wet for a 
      Cause I do it better plus Im doing better than s
      Im at home when Im down there in Lexington 
      Bout the king they gone drop you and who next to you 
      Unc said Lil T Get ahead of them s
      When you take off dont look back and try to rescue them s
      You killed his mans Then make sure you get the rest of them s
      Dont let them get the best of you just get the revenue 
      So let me know what you can handle okay come grab it
      Here go some extras so if Im busy you can manage
      Fiends had me Blade dancing eating sixty dollar salads
      Get it there and back tell the feds I need a challenge
      My first offer was    years not a day lower
      I told them crackers holler at me when they sober
      On parole Im a felon you think I aint got that blower
      Yeah you right bro take his head off his  shoulders boom boom boom
      You hear me Hit the Rollie store with the Rollie on
      What was our getaway car A Jag Portfolio
      You hear me aye I heard I had some sneak dissers
      Whoever feeling hot that AR got a heat sensor
      Cuz said dont entertain them hungry s
      I wish I would pay attention to these homeless s
      Dont call my phone I dont want to do no song with s
      And tell yo  to tighten up before I bone her 
      I dont know you s  wrong with s
      Through these white buffs I can see the hoe in s
      Free my  Parico that boy be hoeing s
      Shoot the smile off your face I dont joke with s
      Boy I cant trust you with that strap if you dont got no bodies
      Boy I cant take you on no lick if you aint robbed nobody
      You aint no shooter you cant do that t without no molly
      I came home and had the hoes wetter than Kalahari
      Thirty months ago s aint think that I was coming home
      Shout out to them s freaks that I been  on
      Get em to the crib bust em down now  run along
      This SKll get to shaking like theres something wrong
      Thirty bands two times watch this money clone
      The feds say my name hot like when the oven on
       I came home to my lil brother gone
      s say they looking for me pull up in the Skuddy zone
      Who said Im a snitch You just heard a lie from him
      Better check the black and white that paperwork will vouch for him
      Zero toleration for that  take his life from him
      He dont want that pistol play Okay Ill Tyson him
      I aint hear from  when I had them blues on
      So soon as Im done  put your shoes on
      Im on parole in two states I cant move wrong
      The feds trying to build a case I cant move wrong
      I went to trial back to back  Im two and oh
      The state of Kentucky banned me from every jewelry store
      Say I cant even be in public with my hoodie on
      Michigan State dont want him here they dont know what he on
      I know they prayed on my downfall
      I know they prayed on my downfall
      On all ten  I stood tall
      Show these disloyal s how to ball
      "
701,865,865.mp3,Something Just Like This,The Chainsmokers,Memories...Do Not Open,43.15,3:13,3:54,"       Ive been reading books of old
       The legends and the myths
       Achilles and his gold
       Hercules and his gifts
       Spidermans control
       And Batman with his fists
       And clearly I dont see myself upon that list
       But she said whered you wanna go
       How much you wanna risk
       Im not looking for somebody
       With some superhuman gifts
       Some superhero
       Some fairytale bliss
       Just something I can turn to
       Somebody I can kiss
       I want something just like this
       Doodoodoo doodoodoo
       Doodoodoo doodoo
       Doodoodoo doodoodoo
       Oh I want something just like this
       Doodoodoo doodoodoo
       Doodoodoo doodoo
       Doodoodoo doodoodoo
       Oh I want something just like this
       I want something just like this
       Ive been reading books of old
       The legends and the myths
       The testaments they told
       The moon and its eclipse
       And Superman unrolls
       A suit before he lifts
       But Im not the kind of person that it fits
       She said whered you wanna go
       How much you wanna risk
       Im not looking for somebody
       With some superhuman gifts
       Some superhero
       Some fairytale bliss
       Just something I can turn to
       Somebody I can miss
       I want something just like this
       I want something just like this
       Oh I want something just like this
       Doodoodoo doodoodoo
       Doodoodoo doodoo
       Doodoodoo doodoodoo
       Oh I want something just like this
       Doodoodoo doodoodoo
       Doodoodoo doodoo
       Doodoodoo doodoodoo
       Whered you wanna go
       How much you wanna risk
       Im not looking for somebody
       With some superhuman gifts
       Some superhero
       Some fairytale bliss
       Just something I can turn to
       Somebody I can kiss
       I want something just like this
       Oh I want something just like this
       Oh I want something just like this
       Oh I want something just like this"
702,866,866.mp3,Don't Let Me Down,The Chainsmokers,Don't Let Me Down (Hardwell & Sephyx Remix),14.06,1:20,1:32,"ti
ar
al
by九九Lrc歌词网www  Lrcnet
      Crashing hit a wall
      Right now I need a miracle
      Hurry up now I need a miracle
      Stranded reaching out
      I call your name but youre not around
      I say your name but youre not around
      I need you I need you I need you right now
      Yeah I need you right now
      So dont let me dont let me dont let me down
      I think Im losing my mind now
      Its in my head darling I hope
      That youll be here when I need you the most
      So dont let me dont let me dont let me down
      Dont let me down
      Dont let me down
      Dont let me down down down
      Dont let me down dont let me down down down
      Rrrunning out of time
      I really thought you were on my side
      But now theres nobody by my side
      I need you I need you I need you right now
      Yeah I need you right now
      So dont let me dont let me dont let me down
      I think Im losing my mind now
      Its in my head darling I hope
      That youll be here when I need you the most
      So dont let me dont let me dont let me down
      Dont let me down
      Dont let me down
      Dont let me down down down
      Dont let me down down down
      Dont let me down down down
      Dont let me down dont let me down down down
      Oh I think Im losing my mind now yeah yeah
      Oh I think Im losing my mind now yeah yeah
      I need you I need you I need you right now
      Yeah I need you right now
      So dont let me dont let me dont let me down
      I think Im losing my mind now
      Its in my head darling I hope
      That youll be here when I need you the most
      So dont let me dont let me dont let me down
      Dont let me down
      Yeah dont let me down
      Yeah dont let me down
      Dont let me down oh no
      Said dont let me down
      Dont let me down
      Dont let me down
      Dont let me down down down"
703,868,868.mp3,Closer,The Chainsmokers,Closer,42.13,2:52,3:32,"       Hey I was doing just fine before I met you
       I drink too much and thats an issue
       But Im okay
       Hey you tell your friends it was nice to meet them
       But I hope I never see them again
       I know it breaks your heart
       Moved to the city in a broke down car and
       Four years no call
       Now youre looking pretty in a hotel bar and
       I cant stop
       No I cant stop
       So baby pull me closer in the backseat of your Rover
       That I know you cant afford
       Bite that tattoo on your shoulder
       Pull the sheets right off the corner
       Of the mattress that you stole
       From your roommate back in Boulder
       We aint ever getting older
       We aint ever getting older
       We aint ever getting older
       You look as good as the day I met you
       I forget just why I left you I was insane
       Stay and play that Blink    song
       That we beat to death in Tucson
       OK
       I know it breaks your heart
       Moved to the city in a broke down car and
       Four years no call
       Now Im looking pretty in a hotel bar and
       I cant stop
       No I cant stop
       So baby pull me closer in the backseat of your Rover
       That I know you cant afford
       Bite that tattoo on your shoulder
       Pull the sheets right off the corner
       Of the mattress that you stole
       From your roommate back in Boulder
       We aint ever getting older
       We aint ever getting older
       We aint ever getting older
       So baby pull me closer in the backseat of your Rover
       That I know you cant afford
       Bite that tattoo on your shoulder
       Pull the sheets right off the corner
       Of the mattress that you stole
       From your roommate back in Boulder
       We aint ever getting older
       We aint ever getting older no we aint ever getting older
       We aint ever getting older
       No we aint ever getting older"
704,869,869.mp3,All We Know,The Chainsmokers,All We Know,25.11,2:17,2:40,"byhondoes
      Fighting flames of fire
      Hang onto burning wires
      We dont care anymore
      Are we fading lovers
      We keep wasting colors
      Maybe we should let this go
      
      Were falling apart still we hold together
      Weve passed the end so we chase forever
      Cause this is all we know
      This feelings all we know
      
      Ill ride my bike up to the world
      Down the streets right through the city
      Ill go everywhere you go
      From Chicago to the coast
      You tell me Hit this and lets go
      Blow the smoke right through the window
      Cause this is all we know
      Cause this is all we know
      Cause this is all we know
      
      Never face each other
      one bed different covers
      We dont care anymore
      Two hearts still beating
      On with different rhythms
      Maybe we should let this go
      
      Were falling apart still we hold together
      Weve passed the end so we chase forever
      Cause this is all we know
      This feelings all we know
      
      Ill ride my bike up to the world
      Down the streets right through the city
      Ill go everywhere you go
      From Chicago to the coast
      You tell me Hit this and lets go
      Blow the smoke right through the window
      Cause this is all we know
      Cause this is all we know
      Cause this is all we know"
705,870,870.mp3,Roses,The Chainsmokers,SO FRESH 2016,40.14,2:24,3:02,"byMiracle_h
       Taking it slow but its not typical
       He already knows that my love is fire
       His heart was a stone but then his hands roam
       I turned him to gold and it took him higher
       Oh Ill be your daydream Ill wear your favorite things
       We could be beautiful
       Get drunk on the good life Ill take you to paradise
       Say youll never let me go
       Deep in my bones I can feel you
       Take me back to a time when only we knew
       Hideaway
       We could waste the night with an old film
       Smoke a little weed on the couch in the back room
       Hideaway
       Say youll never let me go
       Say youll never let me go
       Ahh ahh ahh
       Say youll never let me go
       Say youll never let me go
       Say youll never let me go
       Say youll never let me go
       Deep in my bones I can feel you
       Take me back to a time when only we knew
       Hideaway
       We could waste the night with an old film
       Smoke a little weed on the couch in the back room
       Hideaway
       Say youll never let me go
       Say youll never let me go
       Ahh ahh ahh
       Say youll never let me go
       Say youll never let me go"
706,871,871.mp3,Setting Fires,The Chainsmokers,Collage EP,46.13,2:03,2:47,"

Verse   Paige Duddy
Down to my last match fire
Ill touch just to feel
Whys it easier to burn than it is to heal

PreChorus Paige Duddy
Out in the cold you have been
Ive begged you to come back in
But I cant do this again

Chorus Paige Duddy
I cant keep you from harm
But Im set on fire to keep you warm
I cant go on and on
Setting fires to keep you warm
I cant keep you from harm
But Im set on fire to keep you warm
I cant go on and on
Setting fires to keep you warm

PostChorus Paige Duddy
I cant
I cant go on and on
Setting fires to keep you warm

Verse   Paige Duddy
Ive been looking for answers
I dont want to hear
Chest to chest with you Im staring into a mirror

PreChorus Paige Duddy
Out in the cold you have been
Ive begged you to come back in
But I cant do this again

Chorus Paige Duddy
I cant keep you from harm
But Im set on fire to keep you warm
I cant go on and on
Setting fires to keep you warm
I cant keep you from harm
But Im set on fire to keep you warm
I cant go on and on
Setting fires to keep you warm

PostChorus Paige Duddy
I cant
I cant go on and on
Setting fires to keep you warm

Bridge Paige Duddy
What would I do
What wouldnt I do to save you
What would I do
What wouldnt I do to save you

Chorus Paige Duddy
I cant keep you from harm
But Im set on fire to keep you warm
I cant go on and on
Setting fires to keep you warm
I cant keep you from harm
But Im set on fire to keep you warm
I cant go on and on
Setting fires to keep you warm

PostChorus Paige Duddy
I cant
I cant
I cant go on and on
Setting fires to keep you warm
I cant
I cant
I cant go on and on
Setting fires to keep you warm

"
707,876,876.mp3,Paris,The Chainsmokers,Paris,43.15,2:41,3:22,"byhondoes
      We were staying in Paris
      To get away from your parents
      And I thought Wow if I could take this in a shot right now
      I dont think that we could work this out
      
      Out on the terrace
      I dont know if its fair
      But I thought How could I let you fall by yourself
      While Im wasted for someone else
      
      If we go down then we go down together
      Theyll say you could do anything
      Theyll say that I was clever
      If we go down then we go down together
      Well get away with everything
      Lets show them we are better
      Lets show them we are better
      Lets show them we are better
      
      We were staying in Paris
      To get away from your parents
      You look so proud
      Standing there with a frown and a cigarette
      Posting pictures of yourself on the internet
      
      Out on the terrace
      We breathe in the air of this small town
      On our own cutting class for the thrill of it
      Getting drunk on the past we were living in
      
      If we go down then we go down together
      Theyll say you could do anything
      Theyll say that I was clever
      If we go down then we go down together
      Well get away with everything
      Lets show them we are better
      
      Lets show them we are
      Show them we are
      Show them we are
      Show them we are
      Lets show them we are better
      We were staying in Paris
      Lets show them we are better
      Lets show them we are
      Show them we are
      Show them we are
      Show them we are
      Lets show them we are better
      
      If we go down then we go down together
      Theyll say you could do anything
      Theyll say that I was clever
      If we go down then we go down together
      Well get away with everything
      Lets show them we are better
      
      We were staying in Paris If we go down
      We were staying in Paris If we go down
      We were staying in Paris If we go down
      We were staying in Paris If we go down
      Lets show them we are better
      We were staying in Paris
      
      Lets show them we are better
      Lets show them we are better
      If we go down
      Lets show them we are better
      If we go down
      Lets show them we are better
      If we go down
      Lets show them we are better
      Lets show them we are better
      "
708,879,879.mp3,The One,The Chainsmokers,The One,25.11,1:22,1:45,"

Verse  
You know Im sorry
I wont make it to your party
Got caught up in my own selfishness
It wont let me be a part of this
And I know Ive started
Drifting off every second
I cant wait to leave as soon as I
Arrive I count the seconds

Chorus
Down and down we go
Well torch this place we know
Before one of us takes a chance
And breaks this I wont be the one
No I wont be the one

Verse  
I know its pathetic
Fuck it yeah I said it
Tried to tell it like it is
Theres a chance that Ill regret it so
Lets go lets end this
I delete before I send it
And we can play pretend
Like we havent reached the end yet

Chorus
Down and down we go
And well torch this place we know
Before one of us takes a chance
And breaks this I wont be the one
No I wont be the one

Breakdown
You know Im sorry
Im sorry
No I wont be the one
No I wont be the one

"
709,880,880.mp3,Glad All Over,The Dave Clark Five,Glad All Over,46.13,1:57,2:41,"

You say that you love Say you love me
All of the time All of the time
You say that you need me Say you need me
Youll always be mine Always be mine

Im feelin glad all over
Yes Im aglad all over
Baby Im glad all over
So glad youre mine

Ill make you happy Make you happy
Youll never be blue Never be blue
Youll have no sorrow Have no sorrow
Cause Ill always be true Always be true

And Im feelin glad all over
Yes Im aglad all over
Baby Im glad all over
So glad youre mine

Other girls may try to take me away Take me away
But you know its by your side I will stay
IIll stay

Our love will last now Our love will last
Til the end of time End of time
Because this love now Because this love
Is only yours and mine Yours and mine

And Im feelin glad all over
Yes Im aglad all over
Oh baby Im glad all over
So glad youre mine

Other girls may try to take me away Take me away
But you know its by your side I will stay
IIll stay

Our love will last now Our love will last
Til the end of time End of time
Because this love now Because this love
Is only yours and mine Yours and mine

And Im feelin glad all over
Yes Im aglad all over
Baby Im aglad all over
So glad youre mine

So glad youre mine now
Miiiiiiine
I said Im so glad youre mine
Miiiiiiine
So glad youre mine now
Miiiiiiine
Whoa whoa whoa whoa whoa whoa
Miiiiine

"
710,881,881.mp3,All Eyez (Feat. Jeremih),The Game,All Eyez,23.09,2:48,3:09,"byOversG
      All eyes on ya
      Ask you how your week been
      Workin always let me
      Work you out for the weekend
      Baby Im a beast uhhuh
      Can you tame me
      Im gon let it out
      Let you down
      Lets get to it
      Let me lick you in places you never been licked before
      Take you to places you never been before
      Like London Paris see that Lamborghini outside
      We can share it J and B without the marriage
      Horse and carriage seorita
      Snapchat dog filters live from Ibiza
      Breakfast on the beach that mean sex is on the beach
      You lookin like a fruit platter Ima bite into your peach
      And um I think about to massage your feet
      And um you got a body you remind of my Jeep
      And um I must look amazing with you
      Cause every time you on my arm I got
      All eyes on me
      I need your attention
      Put your body on me
      You the one Im missin
      All eyes on me
      I dont want your love
      We aint gotta fake it
      We both tryna 
      Member when you used to curved me leave my text message unread
      And every time I asked to see you you say you goin to bed
      Every time I hit you with the good morning you say you workin
      Now you in my living room twerkin thats crazy
      You wear that body suit I know you tryna tease me
      I put on that Tiller shed rather  me to Weezy
      I remember when your money was young
      And you stripped all week just to get the tan Yeezys
      Back when lame niggas hit you with the one liners
      All sounding the same like Future and Desiigner
      Now thats my vagina she told me to sshh
      We in the Chanel store and
      All eyes on me
      I need your attention
      Put your body on me
      You the one Im missin
      All eyes on me
      I dont want your love
      We aint gotta fake it
      We both tryna 
      All eyes on you
      Lookin at me like you love me
      We can do it now or later
      She wan lick on party favorite
      On my wave tryna surf it up
      Know we gettin gnarly smokin Marley burnin up
      Certified with the doubleM pullin up
      Tooly got a room well play Room Up In Here been here
      Girl you know my intentions
      I put you on the wall like a picture
      Round after round to decisions
      Say you wanna show me what Im missin
      All the lights low but we lit up
      I dont let you down if I get up
      Like you got a man but youre fed up
      But you know when we get together
      You want me to say your name huh
      Karrueche
      All eyes on me
      I need your attention
      Put your body on me
      You the one Im missin
      All eyes on me
      I dont want your love
      We aint gotta fake it
      We both tryna 
      All eyes on me
      All eyes on me"
711,882,882.mp3,Mr. Brightside,The Killers,Hot Fuss,28.09,2:29,2:55,"

Verse  
Coming out of my cage and Ive been doing just fine
Gotta gotta be down because I want it all
It started out with a kiss how did it end up like this
It was only a kiss it was only a kiss
Now Im falling asleep and shes calling a cab
While hes having a smoke and shes taking a drag
Now theyre going to bed and my stomach is sick
And its all in my head but shes touching his

PreChorus
Chest now he takes off her dress now
Let me go
I just cant look its killing me
And taking control

Chorus
Jealousy turning saints into the sea
Swimming through sick lullabies choking on your alibis
But its just the price I pay destiny is calling me
Open up my eager eyes cause Im Mr Brightside

Instrumental

Verse  
Im coming out of my cage and Ive been doing just fine
Gotta gotta be down because I want it all
It started out with a kiss how did it end up like this
It was only a kiss it was only a kiss
Now Im falling asleep and shes calling a cab
While hes having a smoke and shes taking a drag
Now theyre going to bed and my stomach is sick
And its all in my head but shes touching his

PreChorus
Chest now he takes off her dress now
Let me go
Cause I just cant look its killing me
And taking control

Chorus
Jealousy turning saints into the sea
Swimming through sick lullabies choking on your alibis
But its just the price I pay destiny is calling me
Open up my eager eyes cause Im Mr Brightside

Outro
I never
I never
I never
I never

"
