,Unnamed: 0,url,WeekID,Week Position,Song,Performer,SongID,Instance,Previous Week Position,Peak Position,Weeks on Chart,ID,danceability,energy,key,mode,acousticness,instrumentalness,tempo,valence
3970,8720,http://www.billboard.com/charts/hot-100/2015-10-03,10/3/2015,66,Right Hand,Drake,Right HandDrake,1,,66,1,spotify:track:3lSR267IJfT54p0Gfuw7mi,0.916,0.301,2,1,0.117,0.0,100.518,0.351
3971,8721,http://www.billboard.com/charts/hot-100/2016-11-12,11/12/2016,66,A-YO,Lady Gaga,A-YOLady Gaga,1,,66,1,spotify:track:6rkAY9rk1NTFB94QxG3LJR,0.518,0.709,2,1,0.075,0.0,127.083,0.514
3972,8727,http://www.billboard.com/charts/hot-100/1958-08-02,8/2/1958,67,Big Man,The Four Preps,Big ManThe Four Preps,1,,67,1,spotify:track:0KayDFomB8iDyAdOpKfKTK,0.523,0.509,3,1,0.914,0.0,125.539,0.789
3973,8729,http://www.billboard.com/charts/hot-100/1959-08-29,8/29/1959,67,Put Your Head On My Shoulder,Paul Anka,Put Your Head On My ShoulderPaul Anka,1,,67,1,spotify:track:2DpJ9T2RVRanZcYFHKOAfA,0.547,0.335,4,0,0.747,0.0,115.838,0.474
3974,8730,http://www.billboard.com/charts/hot-100/1959-11-14,11/14/1959,67,The Best Of Everything,Johnny Mathis,The Best Of EverythingJohnny Mathis,1,,67,1,spotify:track:0NOD4RrF3qjgNPCzozePct,0.194,0.412,9,1,0.767,3.9e-06,82.169,0.27
3975,8732,http://www.billboard.com/charts/hot-100/1960-11-26,11/26/1960,67,Rubber Ball,Bobby Vee,Rubber BallBobby Vee,1,,67,1,spotify:track:35gkASz2Cb1VryMGIuEPjX,0.423,0.43,9,1,0.686,0.0,142.885,0.77
3976,8733,http://www.billboard.com/charts/hot-100/1961-05-27,5/27/1961,67,Dance On Little Girl,Paul Anka,Dance On Little GirlPaul Anka,1,,67,1,spotify:track:7hicCfvTRlRjkrHYim5Gp4,0.584,0.489,8,1,0.427,0.0,132.891,0.896
3977,8735,http://www.billboard.com/charts/hot-100/1963-07-20,7/20/1963,67,Sometimes You Gotta Cry A Little,Bobby Bland,Sometimes You Gotta Cry A LittleBobby Bland,1,,67,1,spotify:track:5q8TDEiPE5F1AXxektGA25,0.515,0.54,5,1,0.277,0.00114,127.807,0.614
3978,8736,http://www.billboard.com/charts/hot-100/1965-06-12,6/12/1965,67,(I Can't Get No) Satisfaction,The Rolling Stones,(I Can't Get No) SatisfactionThe Rolling Stones,1,,67,1,spotify:track:2PzU4IB8Dr6mxV3lHuaG34,0.723,0.863,2,1,0.0383,0.0317,136.302,0.931
3979,8738,http://www.billboard.com/charts/hot-100/1967-09-23,9/23/1967,67,Child Of Clay,Jimmie Rodgers,Child Of ClayJimmie Rodgers,1,,67,1,spotify:track:6qUlJiUDeJRwxCrHngPHXe,0.519,0.346,11,1,0.616,5.77e-05,97.676,0.523
3980,8740,http://www.billboard.com/charts/hot-100/1968-01-27,1/27/1968,67,(Sittin' On) The Dock Of The Bay,Otis Redding,(Sittin' On) The Dock Of The BayOtis Redding,1,,67,1,spotify:track:3zBhihYUHBmGd2bcQIobrF,0.769,0.367,2,1,0.684,1.62e-05,103.621,0.535
3981,8747,http://www.billboard.com/charts/hot-100/1972-05-06,5/6/1972,67,Song Sung Blue,Neil Diamond,Song Sung BlueNeil Diamond,1,,67,1,spotify:track:4FZ8wtTaOAbYvyChBt4GEQ,0.556,0.327,0,1,0.467,1.32e-05,108.913,0.327
3982,8748,http://www.billboard.com/charts/hot-100/1974-12-14,12/14/1974,67,Some Kind Of Wonderful,Grand Funk,Some Kind Of WonderfulGrand Funk,1,,67,1,spotify:track:1cU34sZG9kF4FYHCoAD0Ib,0.855,0.691,2,1,0.144,0.0,121.472,0.647
3983,8750,http://www.billboard.com/charts/hot-100/1976-05-01,5/1/1976,67,Rock And Roll Love Letter,Bay City Rollers,Rock And Roll Love LetterBay City Rollers,1,,67,1,spotify:track:6haKhbnPZir7YohchSziFJ,0.528,0.966,4,1,0.0875,0.0,135.792,0.609
3984,8752,http://www.billboard.com/charts/hot-100/1976-07-24,7/24/1976,67,Teddy Bear,Red Sovine,Teddy BearRed Sovine,1,,67,1,spotify:track:7wGVwtR6rmGxoU0j261yKj,0.592,0.541,1,1,0.783,0.0,109.625,0.701
3985,8753,http://www.billboard.com/charts/hot-100/1978-06-17,6/17/1978,67,Songbird,Barbra Streisand,SongbirdBarbra Streisand,1,,67,1,spotify:track:1DDjVHVHHJxN4juFlAdVu4,0.357,0.191,5,1,0.445,0.0,66.999,0.123
3986,8757,http://www.billboard.com/charts/hot-100/1980-06-28,6/28/1980,67,Play The Game,Queen,Play The GameQueen,1,,67,1,spotify:track:4b0mX1GtrQLiUW9jpb6Xcx,0.382,0.698,5,1,0.337,0.0,78.5,0.277
3987,8763,http://www.billboard.com/charts/hot-100/1984-02-18,2/18/1984,67,Remember The Nights,The Motels,Remember The NightsThe Motels,1,,67,1,spotify:track:2Q17g2MTaB86PWxyy7XT5r,0.629,0.848,9,1,0.0458,6.95e-06,130.698,0.818
3988,8764,http://www.billboard.com/charts/hot-100/1984-02-25,2/25/1984,67,Against All Odds (Take A Look At Me Now),Phil Collins,Against All Odds (Take A Look At Me Now)Phil Collins,1,,67,1,spotify:track:63CHa6rmamv9OsehkRD8oz,0.58,0.498,1,1,0.198,0.0,116.271,0.111
3989,8768,http://www.billboard.com/charts/hot-100/1985-11-09,11/9/1985,67,That's What Friends Are For,Dionne & Friends,That's What Friends Are ForDionne & Friends,1,,67,1,spotify:track:1cOj24fUMnBSXhtp7waHVW,0.673,0.286,8,1,0.294,0.0,120.117,0.199
3990,8770,http://www.billboard.com/charts/hot-100/1988-03-05,3/5/1988,67,Pink Cadillac,Natalie Cole,Pink CadillacNatalie Cole,1,,67,1,spotify:track:1YpNDG1DnNadlZzR8kAXqF,0.901,0.576,5,0,0.41,9.72e-05,124.995,0.959
3991,8772,http://www.billboard.com/charts/hot-100/1990-07-07,7/7/1990,67,All I Do Is Think Of You,Troop,All I Do Is Think Of YouTroop,1,,67,1,spotify:track:4XhrowM5IKGCRrY2HzYBH3,0.534,0.7,8,0,0.0143,0.0,122.609,0.447
3992,8773,http://www.billboard.com/charts/hot-100/1991-03-23,3/23/1991,67,Silent Lucidity,Queensryche,Silent LucidityQueensryche,1,,67,1,spotify:track:6OSyCAmXT4Gkd3OQ2aPOaF,0.462,0.628,7,1,0.0534,0.00025,140.049,0.0981
3993,8774,http://www.billboard.com/charts/hot-100/1991-09-28,9/28/1991,67,That's What Love Is For,Amy Grant,That's What Love Is ForAmy Grant,1,,67,1,spotify:track:367dmPOxuMP8FsrZHenNnq,0.544,0.699,9,1,0.258,0.0,141.844,0.293
3994,8775,http://www.billboard.com/charts/hot-100/1992-08-01,8/1/1992,67,She's Playing Hard To Get,Hi-Five,She's Playing Hard To GetHi-Five,1,,67,1,spotify:track:3xRbymJj98leHL7K8Y94WS,0.525,0.811,1,1,0.00847,0.0,199.977,0.751
3995,8777,http://www.billboard.com/charts/hot-100/1993-01-09,1/9/1993,67,Ordinary World,Duran Duran,Ordinary WorldDuran Duran,1,,67,1,spotify:track:0wokCRaKD0zPNhMRXAgVsr,0.472,0.652,1,0,0.0131,1.12e-05,140.124,0.401
3996,8780,http://www.billboard.com/charts/hot-100/1995-02-18,2/18/1995,67,She's A River,Simple Minds,She's A RiverSimple Minds,1,,67,1,spotify:track:4WhrINlPGuSiZjJdHoMTHE,0.37,0.854,2,1,0.00147,5.74e-06,184.068,0.181
3997,8781,http://www.billboard.com/charts/hot-100/1995-04-22,4/22/1995,67,Baby It's You,The Beatles,Baby It's YouThe Beatles,1,,67,1,spotify:track:2VmB1rF9FtfKUmFHDVnq8Q,0.608,0.494,4,0,0.778,0.0,112.421,0.879
3998,8787,http://www.billboard.com/charts/hot-100/1997-04-05,4/5/1997,67,Precious Declaration,Collective Soul,Precious DeclarationCollective Soul,1,,67,1,spotify:track:3k0h2g42N7CInuIKT9p33P,0.529,0.866,11,1,0.0321,0.00117,107.544,0.759
3999,8789,http://www.billboard.com/charts/hot-100/1997-12-27,12/27/1997,67,Santa's A Fat Bitch,Insane Clown Posse,Santa's A Fat BitchInsane Clown Posse,1,,67,1,spotify:track:4nMQuIRsbTV1VLLeUNyZ9c,0.835,0.894,1,1,0.0172,0.0,94.266,0.67
4000,8791,http://www.billboard.com/charts/hot-100/1999-06-19,6/19/1999,67,Rollercoaster,B*Witched,RollercoasterB*Witched,1,,67,1,spotify:track:4XQgdczvOapXHBiMc5ovlo,0.67,0.766,2,1,0.0804,0.0,106.981,0.766
4001,8792,http://www.billboard.com/charts/hot-100/1999-12-11,12/11/1999,67,Blue (Da Ba Dee),Eiffel 65,Blue (Da Ba Dee)Eiffel 65,1,,67,1,spotify:track:2yAVzRiEQooPEJ9SYx11L3,0.822,0.969,7,0,0.259,0.000162,128.007,0.765
4002,8793,http://www.billboard.com/charts/hot-100/2000-04-22,4/22/2000,67,Oops!...I Did It Again,Britney Spears,Oops!...I Did It AgainBritney Spears,1,,67,1,spotify:track:6naxalmIoLFWR0siv8dnQQ,0.751,0.834,1,0,0.3,1.77e-05,95.053,0.894
4003,8794,http://www.billboard.com/charts/hot-100/2000-08-19,8/19/2000,67,Bag Lady,Erykah Badu,Bag LadyErykah Badu,1,,67,1,spotify:track:7BgUcOjSOlKJXASLgJ6bx1,0.724,0.416,5,0,0.365,0.0,151.181,0.578
4004,8795,http://www.billboard.com/charts/hot-100/2001-08-18,8/18/2001,67,Because I Got High,Afroman,Because I Got HighAfroman,1,,67,1,spotify:track:0rRboI6IRuGx56Dq3UdYY4,0.802,0.341,7,1,0.169,0.0,166.01,0.849
4005,8807,http://www.billboard.com/charts/hot-100/2006-09-23,9/23/2006,67,Right Where You Want Me,Jesse McCartney,Right Where You Want MeJesse McCartney,1,,67,1,spotify:track:58ZvuqZgeuZMCbpCsH9E76,0.72,0.548,4,0,0.00269,0.000118,99.004,0.709
4006,8808,http://www.billboard.com/charts/hot-100/2007-02-17,2/17/2007,67,Say OK,Vanessa Hudgens,Say OKVanessa Hudgens,1,,67,1,spotify:track:73qbBlEAcm2HfnAaSnP1II,0.469,0.689,9,0,0.00607,0.00119,126.505,0.531
4007,8809,http://www.billboard.com/charts/hot-100/2008-01-12,1/12/2008,67,Bad Day,Alvin And The Chipmunks,Bad DayAlvin And The Chipmunks,1,,67,1,spotify:track:2uXvmqJCWcstMyW33aJPks,0.69,0.653,9,1,0.185,0.263,140.044,0.312
4008,8811,http://www.billboard.com/charts/hot-100/2008-11-22,11/22/2008,67,Spaceman,The Killers,SpacemanThe Killers,1,,67,1,spotify:track:1A8SxnqRK3qabmuN2qxIpa,0.525,0.904,4,1,0.00257,0.000648,151.988,0.803
4009,8812,http://www.billboard.com/charts/hot-100/2009-02-07,2/7/2009,67,At Last,Beyonce,At LastBeyonce,1,,67,1,spotify:track:0h87GbMRuU8ENP8LmdeA22,0.26,0.26,5,1,0.666,0.00447,172.655,0.318
4010,8813,http://www.billboard.com/charts/hot-100/2009-07-04,7/4/2009,67,Damned If I Do Ya (Damned If I Don't),All Time Low,Damned If I Do Ya (Damned If I Don't)All Time Low,1,,67,1,spotify:track:4CDlYQu16nUtVGwgwqj3I3,0.554,0.902,4,1,0.00636,0.0,126.021,0.662
4011,8816,http://www.billboard.com/charts/hot-100/2010-06-26,6/26/2010,67,Beautiful Monster,Ne-Yo,Beautiful MonsterNe-Yo,1,,67,1,spotify:track:2Q99zPXVqCPN5RaZawvJWZ,0.708,0.771,5,0,0.209,5.32e-06,128.013,0.494
4012,8818,http://www.billboard.com/charts/hot-100/2010-11-20,11/20/2010,67,Somewhere With You,Kenny Chesney,Somewhere With YouKenny Chesney,1,,67,1,spotify:track:3pkzJjJXfdDjhpXx639MIH,0.68,0.849,1,0,0.0862,0.00013,111.969,0.536
4013,8820,http://www.billboard.com/charts/hot-100/2012-01-28,1/28/2012,67,Tattoo,Van Halen,TattooVan Halen,1,,67,1,spotify:track:66H4tD2U1SNgIRSD19m5jv,0.497,0.886,2,1,0.00929,9.77e-05,100.118,0.508
4014,8823,http://www.billboard.com/charts/hot-100/2016-07-09,7/9/2016,67,Dark Necessities,Red Hot Chili Peppers,Dark NecessitiesRed Hot Chili Peppers,1,,67,1,spotify:track:2oaK4JLVnmRGIO9ytBE1bt,0.7,0.742,5,0,0.0722,0.0199,91.959,0.197
4015,8824,http://www.billboard.com/charts/hot-100/2016-08-13,8/13/2016,67,Purple Lamborghini,Skrillex & Rick Ross,Purple LamborghiniSkrillex & Rick Ross,1,,67,1,spotify:track:6JyuJFedEvPmdWQW0PkbGJ,0.457,0.899,10,0,0.0019,0.0,147.268,0.298
4016,8825,http://www.billboard.com/charts/hot-100/2016-12-17,12/17/2016,67,Attention,The Weeknd,AttentionThe Weeknd,1,,67,1,spotify:track:6pDVjCUA3B1vg9waKutAsv,0.671,0.428,4,0,0.688,0.000182,148.04,0.362
4017,8826,http://www.billboard.com/charts/hot-100/2016-12-31,12/31/2016,67,Darlin' Don't Go,Sundance Head,Darlin' Don't GoSundance Head,1,,67,1,spotify:track:7lOkmIpzOEOufmOQbLlaHW,0.683,0.324,4,1,0.202,0.000132,117.746,0.324
4018,8828,https://www.billboard.com/charts/hot-100/2018-02-24,2/24/2018,67,Paramedic!,SOB X RBE,Paramedic!SOB X RBE,1,,67,1,spotify:track:2tPcTFiQF9MbVUyjZ3zDhA,0.856,0.652,1,1,0.177,0.0,97.017,0.471
4019,8829,https://www.billboard.com/charts/hot-100/2019-01-05,1/5/2019,67,All My Friends,21 Savage,All My Friends21 Savage,1,,67,1,spotify:track:4paAidoE8VAemwU4jgCc6l,0.713,0.62,0,1,0.171,1.16e-06,130.09,0.206
4020,8832,https://www.billboard.com/charts/hot-100/2019-08-17,8/17/2019,67,Queen Of Mean,Sarah Jeffery,Queen Of MeanSarah Jeffery,1,,67,1,spotify:track:4o05DiC0RQ9DNtGJGauwna,0.543,0.787,8,1,0.248,0.0,173.702,0.343
4021,8833,https://www.billboard.com/charts/hot-100/2019-09-07,9/7/2019,67,Death By A Thousand Cuts,Taylor Swift,Death By A Thousand CutsTaylor Swift,1,,67,1,spotify:track:2dgFqt3w9xIQRjhPtwNk3D,0.712,0.732,4,1,0.454,0.0,94.071,0.313
4022,8834,https://www.billboard.com/charts/hot-100/2019-12-28,12/28/2019,67,Dirty Iyanna,YoungBoy Never Broke Again,Dirty IyannaYoungBoy Never Broke Again,1,,67,1,spotify:track:3z2q4KZxGOotjB87arytei,0.808,0.841,0,1,0.0336,4.35e-05,131.98,0.482
4023,8835,http://www.billboard.com/charts/hot-100/1959-05-30,5/30/1959,68,Ring-A-Ling-A-Lario,Jimmie Rodgers,Ring-A-Ling-A-LarioJimmie Rodgers,1,,68,1,spotify:track:1fsOLtk2oKkI5u56OXqyP0,0.652,0.396,9,1,0.792,0.0,118.509,0.962
4024,8836,http://www.billboard.com/charts/hot-100/1959-06-20,6/20/1959,68,Remember When,The Platters,Remember WhenThe Platters,1,,68,1,spotify:track:0KwacLrMLP6sbcuWdt6eKZ,0.324,0.172,5,1,0.942,0.000286,112.516,0.147
4025,8837,http://www.billboard.com/charts/hot-100/1959-08-29,8/29/1959,68,Somethin Else,Eddie Cochran,Somethin ElseEddie Cochran,1,,68,1,spotify:track:58Genya9wsQXqfiCYdd5qT,0.598,0.909,2,1,0.149,0.0239,155.851,0.961
4026,8843,http://www.billboard.com/charts/hot-100/1962-06-09,6/9/1962,68,Roses Are Red (My Love),Bobby Vinton,Roses Are Red (My Love)Bobby Vinton,1,,68,1,spotify:track:0qYok0f8O5DE8yJSo146dn,0.515,0.218,5,1,0.828,0.0,102.997,0.534
4027,8844,http://www.billboard.com/charts/hot-100/1962-06-23,6/23/1962,68,Seven Day Weekend,Gary U.S. Bonds,Seven Day WeekendGary U.S. Bonds,1,,68,1,spotify:track:4GuVS8n2zskeUADMFJM6zL,0.493,0.703,9,1,0.716,0.0,93.57,0.663
4028,8845,http://www.billboard.com/charts/hot-100/1962-09-15,9/15/1962,68,Only Love Can Break A Heart,Gene Pitney,Only Love Can Break A HeartGene Pitney,1,,68,1,spotify:track:4tRBCyT1lpmvnaix4OVqdE,0.315,0.37,3,1,0.903,1.25e-06,85.634,0.288
4029,8847,http://www.billboard.com/charts/hot-100/1963-06-15,6/15/1963,68,Surf City,Jan & Dean,Surf CityJan & Dean,1,,68,1,spotify:track:4ZzXPeOfMXk0iKNQGdlzDq,0.469,0.647,8,1,0.595,1.65e-06,147.878,0.942
4030,8848,http://www.billboard.com/charts/hot-100/1964-02-01,2/1/1964,68,Please Please Me,The Beatles,Please Please MeThe Beatles,1,,68,1,spotify:track:6EHuOufBeL6vk3TvVJB5qo,0.527,0.48,4,1,0.334,0.0,139.388,0.706
4031,8849,http://www.billboard.com/charts/hot-100/1964-05-23,5/23/1964,68,Tell Me Why,Bobby Vinton,Tell Me WhyBobby Vinton,1,,68,1,spotify:track:1rkF1Cy7NlV8D8Uaa1AmeO,0.251,0.364,5,1,0.809,0.0,79.838,0.423
4032,8851,http://www.billboard.com/charts/hot-100/1964-08-22,8/22/1964,68,Dancing In The Street,Martha & The Vandellas,Dancing In The StreetMartha & The Vandellas,1,,68,1,spotify:track:6rLqjzGV5VMLDWEnuUqi8q,0.556,0.57,2,1,0.0118,0.000526,126.01,0.304
4033,8854,http://www.billboard.com/charts/hot-100/1965-05-01,5/1/1965,68,Back In My Arms Again,The Supremes,Back In My Arms AgainThe Supremes,1,,68,1,spotify:track:2WjW8DjQru6Ic4KvYDqLys,0.696,0.521,0,1,0.0182,1.47e-05,121.215,0.479
4034,8858,http://www.billboard.com/charts/hot-100/1966-04-02,4/2/1966,68,Sloop John B,The Beach Boys,Sloop John BThe Beach Boys,1,,68,1,spotify:track:2ULL3VZf4WwBKO4vjwT7Bg,0.567,0.745,8,1,0.402,0.0,125.575,0.903
4035,8860,http://www.billboard.com/charts/hot-100/1970-04-11,4/11/1970,68,Cecilia,Simon & Garfunkel,CeciliaSimon & Garfunkel,1,,68,1,spotify:track:6QhXQOpyYvbpdbyjgAqKdY,0.755,0.876,0,1,0.357,5.17e-06,102.762,0.954
4036,8863,http://www.billboard.com/charts/hot-100/1971-05-15,5/15/1971,68,Cry Baby,Janis Joplin,Cry BabyJanis Joplin,1,,68,1,spotify:track:3L60Vu9qmY6fg2QroRIxgi,0.474,0.418,0,1,0.515,0.000342,83.18,0.504
4037,8866,http://www.billboard.com/charts/hot-100/1972-03-11,3/11/1972,68,Rockin' Robin,Michael Jackson,Rockin' RobinMichael Jackson,1,,68,1,spotify:track:63gcHyuhAC8G2C0bVQUOJI,0.622,0.721,10,1,0.24,7.88e-05,173.395,0.968
4038,8867,http://www.billboard.com/charts/hot-100/1972-06-17,6/17/1972,68,Brandy (You're A Fine Girl),Looking Glass,Brandy (You're A Fine Girl)Looking Glass,1,,68,1,spotify:track:2BY7ALEWdloFHgQZG6VMLA,0.716,0.625,1,0,0.396,1.97e-05,125.276,0.826
4039,8878,http://www.billboard.com/charts/hot-100/1979-09-29,9/29/1979,68,Still,Commodores,StillCommodores,1,,68,1,spotify:track:2LdtluFBgL8cuSo9nkvJ57,0.355,0.0629,1,1,0.899,0.000631,124.422,0.203
4040,8880,http://www.billboard.com/charts/hot-100/1981-08-29,8/29/1981,68,Private Eyes,Daryl Hall John Oates,Private EyesDaryl Hall John Oates,1,,68,1,spotify:track:5HQ639Z3ms3hnZx0KfWnkp,0.85,0.938,9,0,0.409,0.000346,120.826,0.84
4041,8881,http://www.billboard.com/charts/hot-100/1983-08-20,8/20/1983,68,Someone Belonging To Someone,Bee Gees,Someone Belonging To SomeoneBee Gees,1,,68,1,spotify:track:4zEpjAzlm1iTocJFbfLePE,0.702,0.205,10,0,0.73,2.68e-06,125.792,0.353
4042,8882,http://www.billboard.com/charts/hot-100/1983-11-05,11/5/1983,68,Allergies,Paul Simon,AllergiesPaul Simon,1,,68,1,spotify:track:6N9HB9cU7Vkjhy6L45RTNF,0.566,0.574,7,1,0.191,0.000109,87.026,0.61
4043,8888,http://www.billboard.com/charts/hot-100/1988-04-16,4/16/1988,68,Circle In The Sand,Belinda Carlisle,Circle In The SandBelinda Carlisle,1,,68,1,spotify:track:3eZTZlnRc8pMe5K1ClzXU2,0.611,0.839,2,0,0.0471,0.0,125.923,0.708
4044,8893,http://www.billboard.com/charts/hot-100/1996-03-09,3/9/1996,68,"1, 2, 3, 4 (Sumpin' New)",Coolio,"1, 2, 3, 4 (Sumpin' New)Coolio",1,,68,1,spotify:track:3aln8WgAUps6efYtdEYxP3,0.91,0.681,1,0,0.288,0.00477,115.186,0.7
4045,8901,http://www.billboard.com/charts/hot-100/2001-02-17,2/17/2001,68,Thank You For Loving Me,Bon Jovi,Thank You For Loving MeBon Jovi,1,,68,1,spotify:track:577MNC3o3L0lNIzx9abqOk,0.385,0.342,2,1,0.416,0.0,132.864,0.131
4046,8907,http://www.billboard.com/charts/hot-100/2002-08-17,8/17/2002,68,Out Of My Heart (Into Your Head),BBMak,Out Of My Heart (Into Your Head)BBMak,1,,68,1,spotify:track:3i18dmoH6qfcfFG7ctRlFL,0.533,0.909,10,1,0.00523,5.49e-06,123.425,0.545
4047,8909,http://www.billboard.com/charts/hot-100/2003-04-12,4/12/2003,68,Pimp Juice,Nelly,Pimp JuiceNelly,1,,68,1,spotify:track:7bYKMJI4z6mApjLhv4hOBM,0.813,0.658,9,1,0.205,0.000138,74.432,0.571
4048,8912,http://www.billboard.com/charts/hot-100/2004-05-15,5/15/2004,68,Ch-Check It Out,Beastie Boys,Ch-Check It OutBeastie Boys,1,,68,1,spotify:track:56H98l4uinRifnTH8e308N,0.795,0.899,1,1,0.0766,0.0,115.062,0.694
4049,8913,http://www.billboard.com/charts/hot-100/2004-10-02,10/2/2004,68,Shadow,Ashlee Simpson,ShadowAshlee Simpson,1,,68,1,spotify:track:1xus3kv8tqlzeOxVZzDd0f,0.462,0.738,0,1,0.0355,7.4e-06,77.966,0.303
4050,8917,http://www.billboard.com/charts/hot-100/2005-08-20,8/20/2005,68,Seasons Of Love,Cast Of Rent,Seasons Of LoveCast Of Rent,1,,68,1,spotify:track:3SnXIPWciHwAS04oKdPC0l,0.44,0.573,10,1,0.581,0.0,178.192,0.442
4051,8918,http://www.billboard.com/charts/hot-100/2007-03-31,3/31/2007,68,Survivalism,Nine Inch Nails,SurvivalismNine Inch Nails,1,,68,1,spotify:track:6iuRL2eQNTNQ2trVdbBYsE,0.618,0.675,9,1,0.000892,0.216,129.983,0.354
4052,8919,http://www.billboard.com/charts/hot-100/2007-11-03,11/3/2007,68,Shadowplay,The Killers,ShadowplayThe Killers,1,,68,1,spotify:track:6HbTF52swZiGSJ2cvAJ7PU,0.643,0.805,2,1,0.000781,0.578,145.029,0.352
4053,8920,http://www.billboard.com/charts/hot-100/2008-01-19,1/19/2008,68,Start All Over,Miley Cyrus,Start All OverMiley Cyrus,1,,68,1,spotify:track:4GhI2lrDJwwLXEGSrVrQGG,0.493,0.935,0,1,0.000316,0.0,150.085,0.347
4054,8923,http://www.billboard.com/charts/hot-100/2009-12-12,12/12/2009,68,Crawl,Chris Brown,CrawlChris Brown,1,,68,1,spotify:track:3SK0wdiECK6UltzbYm2rkd,0.41,0.743,5,0,0.0416,0.0,176.048,0.417
4055,8926,http://www.billboard.com/charts/hot-100/2011-05-21,5/21/2011,68,Songbird,Glee Cast,SongbirdGlee Cast,1,,68,1,spotify:track:3GZuofjHU2nu8kcifVt1SY,0.32,0.0622,5,1,0.964,1.2e-06,183.497,0.393
4056,8927,http://www.billboard.com/charts/hot-100/2011-07-09,7/9/2011,68,Dog Days Are Over,Vicci Martinez,Dog Days Are OverVicci Martinez,1,,68,1,spotify:track:461aKwfe43LKvJ1sm2BiHH,0.576,0.799,7,1,0.23,1.18e-06,149.98,0.189
4057,8933,https://www.billboard.com/charts/hot-100/2018-03-24,3/24/2018,68,Overnight,Logic,OvernightLogic,1,,68,1,spotify:track:3s3VVLE1kB7Xk2AoJKlGmr,0.861,0.745,1,1,0.00138,1.87e-05,150.002,0.889
4058,8934,https://www.billboard.com/charts/hot-100/2018-06-02,6/2/2018,68,Change Lanes,Kevin Gates,Change LanesKevin Gates,1,,68,1,spotify:track:59XHPyb0MTMElZpkG0Wp69,0.706,0.783,2,1,0.129,0.0,130.195,0.513
4059,8935,https://www.billboard.com/charts/hot-100/2018-08-18,8/18/2018,68,Coffee Bean,Travis Scott,Coffee BeanTravis Scott,1,,68,1,spotify:track:6vnfObZ4Ys70SBAtti1xZ9,0.81,0.582,5,0,0.0862,0.00681,95.004,0.503
4060,8936,https://www.billboard.com/charts/hot-100/2018-12-22,12/22/2018,68,Staring At The Sky,XXXTENTACION,Staring At The SkyXXXTENTACION,1,,68,1,spotify:track:4KpKyRFwN0gcwj58Uqjv7q,0.557,0.338,5,1,0.134,0.00184,140.935,0.689
4061,8937,https://www.billboard.com/charts/hot-100/2018-12-29,12/29/2018,68,Cozy Little Christmas,Katy Perry,Cozy Little ChristmasKaty Perry,1,,68,1,spotify:track:02FaKXXL7KUtRc7K0k54tL,0.774,0.608,7,1,0.128,0.0,137.494,0.56
4062,8938,https://www.billboard.com/charts/hot-100/2019-02-02,2/2/2019,68,Secreto,Anuel AA & Karol G,SecretoAnuel AA & Karol G,1,,68,1,spotify:track:4qDXH5V5rKB0wRNA8kLj1O,0.786,0.827,11,1,0.558,0.0024,92.011,0.766
4063,8941,https://www.billboard.com/charts/hot-100/2019-09-21,9/21/2019,68,Self Control,YoungBoy Never Broke Again,Self ControlYoungBoy Never Broke Again,1,,68,1,spotify:track:4vSoyDfL0uZyUoWu5NNNsQ,0.82,0.697,6,0,0.0349,0.0,154.992,0.629
4064,8944,http://www.billboard.com/charts/hot-100/1959-01-31,1/31/1959,69,Charlie Brown,The Coasters,Charlie BrownThe Coasters,1,,69,1,spotify:track:6Q0aBakbTsjQO6iGdxmXlx,0.646,0.628,3,1,0.404,5.03e-06,125.705,0.881
4065,8946,http://www.billboard.com/charts/hot-100/1959-04-18,4/18/1959,69,A Teenager In Love,Dion & The Belmonts,A Teenager In LoveDion & The Belmonts,1,,69,1,spotify:track:0QGwOFQChzflLAmPq5NwKo,0.555,0.377,1,1,0.671,0.0,78.986,0.619
4066,8948,http://www.billboard.com/charts/hot-100/1960-03-05,3/5/1960,69,Sink The Bismark,Johnny Horton,Sink The BismarkJohnny Horton,1,,69,1,spotify:track:3ncplTQUYBcxi2cCTiqvKC,0.679,0.565,3,1,0.68,2.64e-05,115.432,0.965
4067,8949,http://www.billboard.com/charts/hot-100/1960-12-03,12/3/1960,69,Sad Mood,Sam Cooke,Sad MoodSam Cooke,1,,69,1,spotify:track:5FY281KIr9fkZJvmXUmy5x,0.507,0.41,7,1,0.777,0.0,99.56,0.653
4068,8950,http://www.billboard.com/charts/hot-100/1961-02-11,2/11/1961,69,Stayin' In,Bobby Vee,Stayin' InBobby Vee,1,,69,1,spotify:track:216MJwr3jtriO8Y8c6zal6,0.49,0.331,7,1,0.524,1.89e-05,142.623,0.583
4069,8953,http://www.billboard.com/charts/hot-100/1962-05-12,5/12/1962,69,Palisades Park,Freddy Cannon,Palisades ParkFreddy Cannon,1,,69,1,spotify:track:2qi7QEyfxL2Z2ez9Rd51e0,0.36,0.82,1,1,0.404,0.0,83.227,0.857
4070,8955,http://www.billboard.com/charts/hot-100/1963-01-19,1/19/1963,69,Ruby Baby,Dion,Ruby BabyDion,1,,69,1,spotify:track:6QyhpZJvcIPqx1v0UAk3NM,0.646,0.653,4,1,0.771,0.0,121.509,0.602
